location_aaq,location_lat,location_lon,location_aqi,Date,Benzene,CO,PM2.5,NH3,PM10,NOx,Toluene,Xylene,Ozone,SO2
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Nalgonda,2016-09-01 00:00:00,,,,23,60.0,25.0,,,,6.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Paradise, HMWS &SB Pump house ",2016-10-01 00:00:00,,,,65,104.0,26.9,,,,5.0
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,"Jeedimetla, Industrial Association building",2016-10-01 00:00:00,,,,103,108.0,28.3,,,,4.9
KUDA,17.802515696000057,79.01075984700003,R C Puram,2016-10-01 00:00:00,,,,22,62.0,26.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-10-01 00:00:00,,,,22,,22.0,,,,7.0
Godavarikhani,18.75626000000005,79.50920000000008,Godavarikhani,2016-10-01 00:00:00,,,,21,58.0,26.0,,,,8.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Karimnagar,2016-10-01 00:00:00,,,,25,,23.0,,,,6.0
"CER Club, Kothagudem",17.548440000000028,80.61305000000004,Kothagudem,2016-10-01 00:00:00,,,,21,60.0,24.0,,,,7.0
Jalasouda ,17.419390000000078,78.45594000000006,Panjagutta,2016-10-01 00:00:00,,,,21,48.0,23.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,Kothur,2016-10-01 00:00:00,,,,27,86.0,31.0,,,,8.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Choutuppal,2016-10-01 00:00:00,,,,22,63.0,27.0,,,,7.0
Subhasnagar/ Nizamabad,18.685830000000067,78.10758000000004,Nizamabad,2016-10-01 00:00:00,,,,21,,,,,,
Adilabad/ Mandamarri,18.96506000000005,79.47475000000009,Godavarikhani,2016-10-01 00:00:00,,,,21,67.0,22.0,,,,5.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,ECIL,2016-10-01 00:00:00,,,,65,104.0,26.9,,,,5.0
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Jeedimetla,2016-10-01 00:00:00,,,,103,108.0,28.3,,,,4.9
KUDA,17.802515696000057,79.01075984700003,BPPA,2016-10-01 00:00:00,,,,22,62.0,26.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Kuda, warangal",2016-10-01 00:00:00,,,,22,,22.0,,,,7.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Paradise,2016-10-01 00:00:00,,,,25,,23.0,,,,6.0
Jalasouda ,17.419390000000078,78.45594000000006,Khairthabad RTA,2016-10-01 00:00:00,,,,21,48.0,23.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,"Rajendranagar, NG Ranga Agricultural University ",2016-10-01 00:00:00,,,,27,86.0,31.0,,,,8.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,"Marketing Office Building, Beat Market, Hyd Road Nalgonda ",2016-10-01 00:00:00,,,,22,63.0,27.0,,,,7.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Nacharam, Police station ",2016-10-01 00:00:00,,,,65,104.0,26.9,,,,5.0
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Komaplly,2016-10-01 00:00:00,,,,103,108.0,28.3,,,,4.9
KUDA,17.802515696000057,79.01075984700003,IITH ,2016-10-01 00:00:00,,,,22,62.0,26.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,Balasamudram,2016-10-01 00:00:00,,,,22,,22.0,,,,7.0
Jalasouda ,17.419390000000078,78.45594000000006,"Buddha Purnima Project office, Tank Bund",2016-10-01 00:00:00,,,,21,48.0,23.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,"Balanagar , CITD office ",2016-10-01 00:00:00,,,,27,86.0,31.0,,,,8.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Nalgonda,2016-10-01 00:00:00,,,,22,63.0,27.0,,,,7.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Paradise, HMWS &SB Pump house ",2016-11-01 00:00:00,,,,65,120.0,32.1,,,,4.8
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,"Jeedimetla, Industrial Association building",2016-11-01 00:00:00,,,,79,151.0,33.0,,,,4.8
KUDA,17.802515696000057,79.01075984700003,R C Puram,2016-11-01 00:00:00,,,,22,56.0,23.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-11-01 00:00:00,,,,21,,22.0,,,,6.0
Godavarikhani,18.75626000000005,79.50920000000008,Godavarikhani,2016-11-01 00:00:00,,,,25,98.0,29.0,,,,7.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Karimnagar,2016-11-01 00:00:00,,,,22,,23.0,,,,7.0
"CER Club, Kothagudem",17.548440000000028,80.61305000000004,Kothagudem,2016-11-01 00:00:00,,,,26,56.0,23.0,,,,6.0
Jalasouda ,17.419390000000078,78.45594000000006,Panjagutta,2016-11-01 00:00:00,,,,28,55.0,24.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,Kothur,2016-11-01 00:00:00,,,,28,96.0,29.0,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Choutuppal,2016-11-01 00:00:00,,,,22,61.0,25.0,,,,6.0
Subhasnagar/ Nizamabad,18.685830000000067,78.10758000000004,Nizamabad,2016-11-01 00:00:00,,,,21,,,,,,
Adilabad/ Mandamarri,18.96506000000005,79.47475000000009,Godavarikhani,2016-11-01 00:00:00,,,,21,63.0,20.0,,,,5.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,ECIL,2016-11-01 00:00:00,,,,65,120.0,32.1,,,,4.8
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Jeedimetla,2016-11-01 00:00:00,,,,79,151.0,33.0,,,,4.8
KUDA,17.802515696000057,79.01075984700003,BPPA,2016-11-01 00:00:00,,,,22,56.0,23.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Kuda, warangal",2016-11-01 00:00:00,,,,21,,22.0,,,,6.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Paradise,2016-11-01 00:00:00,,,,22,,23.0,,,,7.0
Jalasouda ,17.419390000000078,78.45594000000006,Khairthabad RTA,2016-11-01 00:00:00,,,,28,55.0,24.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,"Rajendranagar, NG Ranga Agricultural University ",2016-11-01 00:00:00,,,,28,96.0,29.0,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,"Marketing Office Building, Beat Market, Hyd Road Nalgonda ",2016-11-01 00:00:00,,,,22,61.0,25.0,,,,6.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Nacharam, Police station ",2016-11-01 00:00:00,,,,65,120.0,32.1,,,,4.8
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Komaplly,2016-11-01 00:00:00,,,,79,151.0,33.0,,,,4.8
KUDA,17.802515696000057,79.01075984700003,IITH ,2016-11-01 00:00:00,,,,22,56.0,23.0,,,,7.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,Balasamudram,2016-11-01 00:00:00,,,,21,,22.0,,,,6.0
Jalasouda ,17.419390000000078,78.45594000000006,"Buddha Purnima Project office, Tank Bund",2016-11-01 00:00:00,,,,28,55.0,24.0,,,,7.0
Kothur,17.147830000000056,78.28888000000006,"Balanagar , CITD office ",2016-11-01 00:00:00,,,,28,96.0,29.0,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Nalgonda,2016-11-01 00:00:00,,,,22,61.0,25.0,,,,6.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Paradise, HMWS &SB Pump house ",2016-12-01 00:00:00,,,,71,117,35.3,,,,5.6
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,"Jeedimetla, Industrial Association building",2016-12-01 00:00:00,,,,98,134,31.2,,,,8.9
KUDA,17.802515696000057,79.01075984700003,R C Puram,2016-12-01 00:00:00,,,,22,83,30,,,,8.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-12-01 00:00:00,,,,23,,30,,,,8.0
Godavarikhani,18.75626000000005,79.50920000000008,Godavarikhani,2016-12-01 00:00:00,,,,22,106,27,,,,8.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Karimnagar,2016-12-01 00:00:00,,,,24,,26,,,,7.0
"CER Club, Kothagudem",17.548440000000028,80.61305000000004,Kothagudem,2016-12-01 00:00:00,,,,21,66,28,,,,8.0
Jalasouda ,17.419390000000078,78.45594000000006,Panjagutta,2016-12-01 00:00:00,,,,22,60,27,,,,8.0
Kothur,17.147830000000056,78.28888000000006,Kothur,2016-12-01 00:00:00,,,,24,70,28,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Choutuppal,2016-12-01 00:00:00,,,,21,61,25,,,,5.0
Subhasnagar/ Nizamabad,18.685830000000067,78.10758000000004,Nizamabad,2016-12-01 00:00:00,,,,21,,,,,,
Adilabad/ Mandamarri,18.96506000000005,79.47475000000009,Godavarikhani,2016-12-01 00:00:00,,,,21,65,21,,,,5.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,ECIL,2016-12-01 00:00:00,,,,71,117,35.3,,,,5.6
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Jeedimetla,2016-12-01 00:00:00,,,,98,134,31.2,,,,8.9
KUDA,17.802515696000057,79.01075984700003,BPPA,2016-12-01 00:00:00,,,,22,83,30,,,,8.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Kuda, warangal",2016-12-01 00:00:00,,,,23,,30,,,,8.0
" DIC building, Karimnagar",18.43915000000004,79.12856000000005,Paradise,2016-12-01 00:00:00,,,,24,,26,,,,7.0
Jalasouda ,17.419390000000078,78.45594000000006,Khairthabad RTA,2016-12-01 00:00:00,,,,22,60,27,,,,8.0
Kothur,17.147830000000056,78.28888000000006,"Rajendranagar, NG Ranga Agricultural University ",2016-12-01 00:00:00,,,,24,70,28,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,"Marketing Office Building, Beat Market, Hyd Road Nalgonda ",2016-12-01 00:00:00,,,,21,61,25,,,,5.0
"Paradise, HMWS &SB Pump house ",17.434060000000045,78.51544000000007,"Nacharam, Police station ",2016-12-01 00:00:00,,,,71,117,35.3,,,,5.6
"Jeedimetla, Industrial Association building",17.53245000000004,78.45765000000006,Komaplly,2016-12-01 00:00:00,,,,98,134,31.2,,,,8.9
KUDA,17.802515696000057,79.01075984700003,IITH ,2016-12-01 00:00:00,,,,22,83,30,,,,8.0
" Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,Balasamudram,2016-12-01 00:00:00,,,,23,,30,,,,8.0
Jalasouda ,17.419390000000078,78.45594000000006,"Buddha Purnima Project office, Tank Bund",2016-12-01 00:00:00,,,,22,60,27,,,,8.0
Kothur,17.147830000000056,78.28888000000006,"Balanagar , CITD office ",2016-12-01 00:00:00,,,,24,70,28,,,,9.0
"Choutuppal, Nalgonda",17.22973904507148,79.07401498053754,Nalgonda,2016-12-01 00:00:00,,,,21,61,25,,,,5.0
Buddha Purnima Project office,17.409060000000068,78.47374000000008,"Buddha Purnima Project office, Tank Bund",2016-01-01 00:00:00,,,,,77.0,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,"MGBS, Bus stand ",2016-01-01 00:00:00,,,,,81.0,21.3,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,"Chikkadapally, Lepakshi Emporium ",2016-01-01 00:00:00,,,,,90.0,21.9,,,,4.2
"Langar House, Police Station ",17.378090000000043,78.42141000000004,"Langar House, Police Station ",2016-01-01 00:00:00,,,,,120.0,23.1,,,,4.3
"Madhapur, Shilpa Kalavedika ",19.02619000000004,78.36262000000005,Madhapur,2016-01-01 00:00:00,,,,,97.0,20.6,,,,4.3
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,Shameerpet,2016-01-01 00:00:00,,,,,82.0,17.7,,,,4.3
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,"Kukatpally, JNTU",2016-01-01 00:00:00,,,,,99.0,22.3,,,,4.3
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,"Sainikpuri,  MRO office ",2016-01-01 00:00:00,,,,,85.0,15.8,,,,4.3
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,"Rajendranagar, NG Ranga Agricultural University ",2016-01-01 00:00:00,,,,,63.0,16.1,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,"Nacharam, Police station ",2016-01-01 00:00:00,,,,,129.0,20.6,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,"Abids, Police station ",2016-01-01 00:00:00,,,,,136.0,22.7,,,,4.3
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,KBRN Park,2016-01-01 00:00:00,,,,,80.0,19.8,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-01-01 00:00:00,,,,,76.0,,,,,
Balasamudram,18.00099000000006,79.56018000000006,Balasamudram,2016-01-01 00:00:00,,,,,56.0,9.8,,,,6.3
Nakkalagutta,18.000687574596203,79.55572875403895,Nakkalagutta,2016-01-01 00:00:00,,,,,66.0,10.3,,,,6.8
"DIC building, Karimnagar",18.43915000000004,79.12856000000005,Karimnagar,2016-01-01 00:00:00,,,,,69.0,,,,,
Bollaram,18.168900000000065,78.08390000000009,Boallaram,2016-01-01 00:00:00,,,,,171.0,26,,,,10
PETL,17.802515696000057,79.01075984700003,R C Puram,2016-01-01 00:00:00,,,,,97.0,21,,,,13
Subhasnagar/  Nizamabad,18.685830000000067,78.10758000000004,Nizamabad,2016-01-01 00:00:00,,,,,67.0,-,,,,-
Buddha Purnima Project office,17.409060000000068,78.47374000000008,Khairthabad RTA,2016-01-01 00:00:00,,,,,77.0,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,MGBS,2016-01-01 00:00:00,,,,,81.0,21.3,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,Chikkadapally,2016-01-01 00:00:00,,,,,90.0,21.9,,,,4.2
"Langar House, Police Station ",17.378090000000043,78.42141000000004,Langahouse,2016-01-01 00:00:00,,,,,120.0,23.1,,,,4.3
"Madhapur, Shilpa Kalavedika ",19.02619000000004,78.36262000000005,"Madhapur, Shilpa Kalavedika ",2016-01-01 00:00:00,,,,,97.0,20.6,,,,4.3
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,"Shameerpet, MRO office",2016-01-01 00:00:00,,,,,82.0,17.7,,,,4.3
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,Kukatpally,2016-01-01 00:00:00,,,,,99.0,22.3,,,,4.3
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,Sainikpuri,2016-01-01 00:00:00,,,,,85.0,15.8,,,,4.3
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,Langahouse,2016-01-01 00:00:00,,,,,63.0,16.1,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,ECIL,2016-01-01 00:00:00,,,,,129.0,20.6,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,Abids,2016-01-01 00:00:00,,,,,136.0,22.7,,,,4.3
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,"KBRN Park, DFO office ",2016-01-01 00:00:00,,,,,80.0,19.8,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Kuda, warangal",2016-01-01 00:00:00,,,,,76.0,,,,,
Balasamudram,18.00099000000006,79.56018000000006,Nakkalagutta,2016-01-01 00:00:00,,,,,56.0,9.8,,,,6.3
Nakkalagutta,18.000687574596203,79.55572875403895,Balasamudram,2016-01-01 00:00:00,,,,,66.0,10.3,,,,6.8
"DIC building, Karimnagar",18.43915000000004,79.12856000000005,Paradise,2016-01-01 00:00:00,,,,,69.0,,,,,
Bollaram,18.168900000000065,78.08390000000009,Bollaram,2016-01-01 00:00:00,,,,,171.0,26,,,,10
PETL,17.802515696000057,79.01075984700003,BPPA,2016-01-01 00:00:00,,,,,97.0,21,,,,13
Buddha Purnima Project office,17.409060000000068,78.47374000000008,Abids,2016-01-01 00:00:00,,,,,77.0,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,"Abids, Police station ",2016-01-01 00:00:00,,,,,81.0,21.3,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,"Buddha Purnima Project office, Tank Bund",2016-01-01 00:00:00,,,,,90.0,21.9,,,,4.2
"Langar House, Police Station ",17.378090000000043,78.42141000000004,Khairthabad RTA,2016-01-01 00:00:00,,,,,120.0,23.1,,,,4.3
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,Komaplly,2016-01-01 00:00:00,,,,,82.0,17.7,,,,4.3
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,Sanathnagar,2016-01-01 00:00:00,,,,,99.0,22.3,,,,4.3
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,Nacharam,2016-01-01 00:00:00,,,,,85.0,15.8,,,,4.3
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,"Langar House, Police Station ",2016-01-01 00:00:00,,,,,63.0,16.1,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,Nacharam,2016-01-01 00:00:00,,,,,129.0,20.6,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,"MGBS, Bus stand ",2016-01-01 00:00:00,,,,,136.0,22.7,,,,4.3
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,"Jubilee Hills, Police station",2016-01-01 00:00:00,,,,,80.0,19.8,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,Balasamudram,2016-01-01 00:00:00,,,,,76.0,,,,,
Balasamudram,18.00099000000006,79.56018000000006,"Mee-Seva, Warangal",2016-01-01 00:00:00,,,,,56.0,9.8,,,,6.3
Nakkalagutta,18.000687574596203,79.55572875403895,"Mee-Seva, Warangal",2016-01-01 00:00:00,,,,,66.0,10.3,,,,6.8
PETL,17.802515696000057,79.01075984700003,IITH ,2016-01-01 00:00:00,,,,,97.0,21,,,,13
Buddha Purnima Project office,17.409060000000068,78.47374000000008,"Buddha Purnima Project office, Tank Bund",2016-02-01 00:00:00,,,,,77,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,"MGBS, Bus stand ",2016-02-01 00:00:00,,,,,80,20.7,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,"Chikkadapally, Lepakshi Emporium ",2016-02-01 00:00:00,,,,,83,21.5,,,,4.1
"Langar House, Police Station ",17.378090000000043,78.42141000000004,"Langar House, Police Station ",2016-02-01 00:00:00,,,,,125,21.7,,,,4.4
"Madhapur, Shilpa Kalavedika ",19.02619000000004,78.36262000000005,Madhapur,2016-02-01 00:00:00,,,,,90,19.7,,,,4.2
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,Shameerpet,2016-02-01 00:00:00,,,,,64,16.7,,,,4.2
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,"Kukatpally, JNTU",2016-02-01 00:00:00,,,,,83,22.3,,,,4.2
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,"Sainikpuri,  MRO office ",2016-02-01 00:00:00,,,,,88,18.8,,,,4.2
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,"Rajendranagar, NG Ranga Agricultural University ",2016-02-01 00:00:00,,,,,76,16.2,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,"Nacharam, Police station ",2016-02-01 00:00:00,,,,,136,22.9,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,"Abids, Police station ",2016-02-01 00:00:00,,,,,121,26.7,,,,4.2
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,KBRN Park,2016-02-01 00:00:00,,,,,67,15.7,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-02-01 00:00:00,,,,,72,,,,,
Balasamudram,18.00099000000006,79.56018000000006,Balasamudram,2016-02-01 00:00:00,,,,,51,9,,,,4.8
Nakkalagutta,18.000687574596203,79.55572875403895,Nakkalagutta,2016-02-01 00:00:00,,,,,65,9.5,,,,4.5
"DIC building, Karimnagar",18.43915000000004,79.12856000000005,Karimnagar,2016-02-01 00:00:00,,,,,59,,,,,
Bollaram,18.168900000000065,78.08390000000009,Boallaram,2016-02-01 00:00:00,,,,,Ins. Repair,Ins. Repair,,,,Ins. Repair
PETL,17.802515696000057,79.01075984700003,R C Puram,2016-02-01 00:00:00,,,,,95,24,,,,12
Subhasnagar/  Nizamabad,18.685830000000067,78.10758000000004,Nizamabad,2016-02-01 00:00:00,,,,,64,-,,,,-
Buddha Purnima Project office,17.409060000000068,78.47374000000008,Khairthabad RTA,2016-02-01 00:00:00,,,,,77,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,MGBS,2016-02-01 00:00:00,,,,,80,20.7,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,Chikkadapally,2016-02-01 00:00:00,,,,,83,21.5,,,,4.1
"Langar House, Police Station ",17.378090000000043,78.42141000000004,Langahouse,2016-02-01 00:00:00,,,,,125,21.7,,,,4.4
"Madhapur, Shilpa Kalavedika ",19.02619000000004,78.36262000000005,"Madhapur, Shilpa Kalavedika ",2016-02-01 00:00:00,,,,,90,19.7,,,,4.2
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,"Shameerpet, MRO office",2016-02-01 00:00:00,,,,,64,16.7,,,,4.2
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,Kukatpally,2016-02-01 00:00:00,,,,,83,22.3,,,,4.2
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,Sainikpuri,2016-02-01 00:00:00,,,,,88,18.8,,,,4.2
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,Langahouse,2016-02-01 00:00:00,,,,,76,16.2,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,ECIL,2016-02-01 00:00:00,,,,,136,22.9,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,Abids,2016-02-01 00:00:00,,,,,121,26.7,,,,4.2
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,"KBRN Park, DFO office ",2016-02-01 00:00:00,,,,,67,15.7,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Kuda, warangal",2016-02-01 00:00:00,,,,,72,,,,,
Balasamudram,18.00099000000006,79.56018000000006,Nakkalagutta,2016-02-01 00:00:00,,,,,51,9,,,,4.8
Nakkalagutta,18.000687574596203,79.55572875403895,Balasamudram,2016-02-01 00:00:00,,,,,65,9.5,,,,4.5
"DIC building, Karimnagar",18.43915000000004,79.12856000000005,Paradise,2016-02-01 00:00:00,,,,,59,,,,,
Bollaram,18.168900000000065,78.08390000000009,Bollaram,2016-02-01 00:00:00,,,,,Ins. Repair,Ins. Repair,,,,Ins. Repair
PETL,17.802515696000057,79.01075984700003,BPPA,2016-02-01 00:00:00,,,,,95,24,,,,12
Buddha Purnima Project office,17.409060000000068,78.47374000000008,Abids,2016-02-01 00:00:00,,,,,77,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,"Abids, Police station ",2016-02-01 00:00:00,,,,,80,20.7,,,,4.3
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,"Buddha Purnima Project office, Tank Bund",2016-02-01 00:00:00,,,,,83,21.5,,,,4.1
"Langar House, Police Station ",17.378090000000043,78.42141000000004,Khairthabad RTA,2016-02-01 00:00:00,,,,,125,21.7,,,,4.4
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,Komaplly,2016-02-01 00:00:00,,,,,64,16.7,,,,4.2
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,Sanathnagar,2016-02-01 00:00:00,,,,,83,22.3,,,,4.2
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,Nacharam,2016-02-01 00:00:00,,,,,88,18.8,,,,4.2
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,"Langar House, Police Station ",2016-02-01 00:00:00,,,,,76,16.2,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,Nacharam,2016-02-01 00:00:00,,,,,136,22.9,,,,4.3
"Abids, Police station ",17.38888000000003,78.47636000000006,"MGBS, Bus stand ",2016-02-01 00:00:00,,,,,121,26.7,,,,4.2
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,"Jubilee Hills, Police station",2016-02-01 00:00:00,,,,,67,15.7,,,,4.2
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,Balasamudram,2016-02-01 00:00:00,,,,,72,,,,,
Balasamudram,18.00099000000006,79.56018000000006,"Mee-Seva, Warangal",2016-02-01 00:00:00,,,,,51,9,,,,4.8
Nakkalagutta,18.000687574596203,79.55572875403895,"Mee-Seva, Warangal",2016-02-01 00:00:00,,,,,65,9.5,,,,4.5
PETL,17.802515696000057,79.01075984700003,IITH ,2016-02-01 00:00:00,,,,,95,24,,,,12
Buddha Purnima Project office,17.409060000000068,78.47374000000008,"Buddha Purnima Project office, Tank Bund",2016-03-01 00:00:00,,,,,70,,,,,
"MGBS, Bus stand ",17.379643723074192,78.48286147937431,"MGBS, Bus stand ",2016-03-01 00:00:00,,,,,98,19.6,,,,4.4
"Chikkadapally, Lepakshi Emporium ",17.40324000000004,78.49781000000007,"Chikkadapally, Lepakshi Emporium ",2016-03-01 00:00:00,,,,,93,22.9,,,,4.5
"Langar House, Police Station ",17.378090000000043,78.42141000000004,"Langar House, Police Station ",2016-03-01 00:00:00,,,,,112,19.9,,,,4.6
"Madhapur, Shilpa Kalavedika ",19.02619000000004,78.36262000000005,Madhapur,2016-03-01 00:00:00,,,,,89,19.3,,,,4.3
"Shameerpet, MRO office",17.582170000000076,78.56126000000006,Shameerpet,2016-03-01 00:00:00,,,,,84,16.4,,,,4.3
"Kukatpally, JNTU",17.48735000000005,78.42087000000004,"Kukatpally, JNTU",2016-03-01 00:00:00,,,,,78,24,,,,4.5
"Sainikpuri,  MRO office ",17.491630000000043,78.54544000000004,"Sainikpuri,  MRO office ",2016-03-01 00:00:00,,,,,85,18.3,,,,4.4
"Rajendranaga, NG Rang Agricultural University ",17.315560000000062,78.42213000000004,"Rajendranagar, NG Ranga Agricultural University ",2016-03-01 00:00:00,,,,,67,16.2,,,,
"Nacharam, Police station ",17.426580000000058,78.54959000000008,"Nacharam, Police station ",2016-03-01 00:00:00,,,,,131,22.3,,,,4.5
"Abids, Police station ",17.38888000000003,78.47636000000006,"Abids, Police station ",2016-03-01 00:00:00,,,,,118,24.5,,,,4.4
"KBRN Park, DFO office ",17.425586534500578,78.41925295602329,KBRN Park,2016-03-01 00:00:00,,,,,78,24,,,,4.5
"Mee-Seva, Warangal ",17.989810000000034,79.59950000000003,"Mee-Seva, Warangal",2016-03-01 00:00:00,,,,,63,,,,,
Balasamudram,18.00099000000006,79.56018000000006,Balasamudram,2016-03-01 00:00:00,,,,,-,-,,,,-
Nakkalagutta,18.000687574596203,79.55572875403895,Nakkalagutta,2016-03-01 00:00:00,,,,,-,-,,,,-
