District,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Bhadradri Kothagudem,2022-09,6498.6,24.682318840579708,33.00739130434783,70.76826086956521,98.15072463768117,0.015625,5.944642857142857
Bhadradri-Kothagudem,2019-01,359.4,16.166407119021134,30.902669632925473,45.01201334816463,96.37107897664072,0.0371007371007371,5.61928746928747
Bhadradri-Kothagudem,2019-02,9.1,19.944334975369458,34.10911330049261,41.152216748768474,94.46293103448275,0.22608695652173916,6.459335038363171
Bhadradri-Kothagudem,2019-03,146.2,22.80044493882091,36.816573971078974,38.36073414905451,92.44149054505004,0.27593984962406015,7.081328320802005
Bhadradri-Kothagudem,2019-04,286.1,25.118390804597702,39.540919540229886,30.047816091954022,86.9880459770115,0.2930232558139535,8.289664082687338
Bhadradri-Kothagudem,2019-05,658.9,27.91301446051168,41.651501668520574,29.5146829810901,81.69043381535039,0.20300751879699247,8.747493734335839
Bhadradri-Kothagudem,2019-06,1442.1,28.716376811594202,38.979565217391304,42.853913043478265,80.5036231884058,0.21981566820276496,9.05099846390169
Bhadradri-Kothagudem,2019-07,5766.6,25.964375876577837,34.00462833099579,63.41991584852735,93.99102384291726,0.07723214285714286,9.551785714285714
Bhadradri-Kothagudem,2019-08,9312.3,25.286676016830295,32.64502103786816,75.19733520336605,96.63225806451614,0.158974358974359,9.304072398190046
Bhadradri-Kothagudem,2019-09,5926.4,25.15205397301349,32.425247376311845,76.59758620689655,96.84478260869565,0.10205047318611987,7.438328075709778
Bhadradri-Kothagudem,2019-10,3416.2,24.301711079943896,33.80695652173913,70.12814866760169,97.58427769985974,-0.007162921348314606,5.5303370786516854
Bhadradri-Kothagudem,2019-11,426.3,20.89840579710145,33.136086956521744,58.51971014492754,98.09971014492754,-0.005652173913043478,5.27231884057971
Bhadradri-Kothagudem,2019-12,65.4,18.893464235624126,31.477713884992987,53.90380084151473,97.14539971949509,0.0008450704225352114,5.267323943661972
Bhadradri-Kothagudem,2020-01,66.2,19.517391304347825,31.938148667601684,53.3875175315568,95.99971949509117,6.677464788732395,0.0
Bhadradri-Kothagudem,2020-02,29.7,20.23823088455772,33.672113943028485,45.45097451274363,94.26821589205397,6.811010558069381,0.0
Bhadradri-Kothagudem,2020-03,330.3,23.226227208976155,36.26549789621318,44.10140252454418,92.05750350631136,8.081626928471248,0.0
Bhadradri-Kothagudem,2020-04,643.6,24.45695652173913,38.51579710144928,37.40869565217391,89.57811594202899,8.976239067055394,
Bhadradri-Kothagudem,2020-05,391.7,27.9851332398317,40.63309957924264,34.74782608695652,86.0570827489481,10.01159830268741,
Bhadradri-Kothagudem,2020-06,4227.9,26.952463768115944,36.38985507246377,58.07565217391304,93.37086956521739,8.568405797101448,0.030144927536231884
Bhadradri-Kothagudem,2020-07,8727.1,25.629354838709677,33.86629733520337,74.09019635343618,98.5498316970547,7.0620253164556965,0.009704641350210971
