location_aaq,lat_aaq,lon_aaq,location_aqi,lat_aqi,lon_aqi,Date,Benzene,CO,PM2.5,NH3,PM10,NOx,Toluene,Xylene,Ozone,SO2,aqi,altitude
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-03-01,0.1358618043333333,0.7095270800000003,43.6,18.4017927,105.16666666666669,55.01,1.7199534599999995,1.012252030333333,56.19556966666666,10.5721085,107.36666666666666,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-03-01,0.0,1.54,,118.89,118.89,66.17,0.22,0.0,4.41,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-03-01,0.5,1.04,41.0,18.0,106.0,57.4,3.1,0.5,29.0,10.7,70.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-03-01,1.652976158064516,0.9983929741935484,59.354838709677416,10.351596451612904,131.61290322580646,55.81363636363635,7.839819096774192,2.6286202967741925,44.33851387096774,5.4204034838709685,116.125,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-03-01,1.1,0.76,61.0,,,48.3,10.1,1.2,76.6,6.3,112.70967741935485,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-03-01,0.1358618043333333,0.7095270800000003,43.6,18.4017927,105.16666666666669,55.01,1.7199534599999995,1.012252030333333,56.19556966666666,10.5721085,74.77777777777777,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-03-01,0.0,1.54,,118.89,118.89,66.17,0.22,0.0,4.41,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-03-01,0.5,1.04,41.0,18.0,106.0,57.4,3.1,0.5,29.0,10.7,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-03-01,1.652976158064516,0.9983929741935484,59.354838709677416,10.351596451612904,131.61290322580646,55.81363636363635,7.839819096774192,2.6286202967741925,44.33851387096774,5.4204034838709685,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-03-01,1.1,0.76,61.0,,,48.3,10.1,1.2,76.6,6.3,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-03-01,0.1358618043333333,0.7095270800000003,43.6,18.4017927,105.16666666666669,55.01,1.7199534599999995,1.012252030333333,56.19556966666666,10.5721085,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-04-01,2.325061220945705,1.8182543984582564,,114.16904781922167,114.16904781922167,75.1570581942922,21.597365065218007,1.8758747321795064,3.773212206111645,,105.46153846153848,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-04-01,0.4,1.0,33.0,20.0,92.0,60.0,2.7,0.8,32.4,9.1,91.33333333333331,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-04-01,1.1,0.91,48.0,24.5,115.0,49.2,5.4,1.6,44.3,6.1,108.96551724137932,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-04-01,1.1250232740740742,0.7889285714285711,50.85714285714285,,,51.09037178571429,9.521162888888888,1.204332062962963,73.32466571428571,9.097026250000004,93.44827586206895,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-04-01,0.4278845856666666,0.6374078933333335,34.099797333333335,15.833707100000002,92.79444133333337,56.11159533333333,5.282134316666667,3.926434138666666,52.93270433333331,8.858591066666667,96.46666666666668,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-04-01,2.325061220945705,1.8182543984582564,,114.16904781922167,114.16904781922167,75.1570581942922,21.597365065218007,1.8758747321795064,3.773212206111645,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-04-01,0.4,1.0,33.0,20.0,92.0,60.0,2.7,0.8,32.4,9.1,52.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-04-01,1.1,0.91,48.0,24.5,115.0,49.2,5.4,1.6,44.3,6.1,123.29629629629628,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-04-01,1.1250232740740742,0.7889285714285711,50.85714285714285,,,51.09037178571429,9.521162888888888,1.204332062962963,73.32466571428571,9.097026250000004,105.46153846153848,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-04-01,0.4278845856666666,0.6374078933333335,34.099797333333335,15.833707100000002,92.79444133333337,56.11159533333333,5.282134316666667,3.926434138666666,52.93270433333331,8.858591066666667,65.7037037037037,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-04-01,2.325061220945705,1.8182543984582564,,114.16904781922167,114.16904781922167,75.1570581942922,21.597365065218007,1.8758747321795064,3.773212206111645,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-04-01,0.4,1.0,33.0,20.0,92.0,60.0,2.7,0.8,32.4,9.1,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-04-01,1.1,0.91,48.0,24.5,115.0,49.2,5.4,1.6,44.3,6.1,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-04-01,1.1250232740740742,0.7889285714285711,50.85714285714285,,,51.09037178571429,9.521162888888888,1.204332062962963,73.32466571428571,9.097026250000004,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-04-01,0.4278845856666666,0.6374078933333335,34.099797333333335,15.833707100000002,92.79444133333337,56.11159533333333,5.282134316666667,3.926434138666666,52.93270433333331,8.858591066666667,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-05-01,4.084635099506484,1.6656581523894642,,109.35424006383047,109.35424006383047,71.15402251428968,62.88518623295132,3.2,7.416257333940441,,108.8148148148148,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-05-01,0.2354521146666667,0.8783333333333332,21.566666666666663,13.96979936,58.55172413793103,18.854597479999992,1.5556375633333337,0.4185212056666667,25.579999999999995,7.079359966666668,60.77777777777778,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-05-01,0.3980691517931034,0.7444827586206898,32.0,30.907148620689654,81.18427655172412,52.41981379310345,2.1755865955172413,0.3762350629655173,36.64137931034482,5.070820518518518,83.96551724137932,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-05-01,0.636786235483871,0.7125806451612904,40.13575322580645,,,47.39242516129032,6.499357354838711,0.8575247451612904,57.02262483870967,5.062037774193547,93.16129032258064,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-05-01,0.1746280162068965,0.5091854793103447,22.99859068965517,28.343950344827583,63.65130172413794,76.29707448275862,1.845107324137931,1.6183850568965517,37.88817486206896,5.648909137931034,96.24137931034484,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-05-01,4.084635099506484,1.6656581523894642,,109.35424006383047,109.35424006383047,71.15402251428968,62.88518623295132,3.2,7.416257333940441,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-05-01,0.2354521146666667,0.8783333333333332,21.566666666666663,13.96979936,58.55172413793103,18.854597479999992,1.5556375633333337,0.4185212056666667,25.579999999999995,7.079359966666668,66.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-05-01,0.3980691517931034,0.7444827586206898,32.0,30.907148620689654,81.18427655172412,52.41981379310345,2.1755865955172413,0.3762350629655173,36.64137931034482,5.070820518518518,108.33333333333331,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-05-01,0.636786235483871,0.7125806451612904,40.13575322580645,,,47.39242516129032,6.499357354838711,0.8575247451612904,57.02262483870967,5.062037774193547,108.8148148148148,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-05-01,0.1746280162068965,0.5091854793103447,22.99859068965517,28.343950344827583,63.65130172413794,76.29707448275862,1.845107324137931,1.6183850568965517,37.88817486206896,5.648909137931034,61.22222222222222,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-05-01,4.084635099506484,1.6656581523894642,,109.35424006383047,109.35424006383047,71.15402251428968,62.88518623295132,3.2,7.416257333940441,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-05-01,0.2354521146666667,0.8783333333333332,21.566666666666663,13.96979936,58.55172413793103,18.854597479999992,1.5556375633333337,0.4185212056666667,25.579999999999995,7.079359966666668,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-05-01,0.3980691517931034,0.7444827586206898,32.0,30.907148620689654,81.18427655172412,52.41981379310345,2.1755865955172413,0.3762350629655173,36.64137931034482,5.070820518518518,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-05-01,0.636786235483871,0.7125806451612904,40.13575322580645,,,47.39242516129032,6.499357354838711,0.8575247451612904,57.02262483870967,5.062037774193547,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-05-01,0.1746280162068965,0.5091854793103447,22.99859068965517,28.343950344827583,63.65130172413794,76.29707448275862,1.845107324137931,1.6183850568965517,37.88817486206896,5.648909137931034,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-06-01,7.796787791569717,1.6807874613537253,,107.09241182666814,107.09241182666814,77.92590684176727,66.2985905761847,4.486737000482878,11.224644432960064,,105.2,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-06-01,0.1426909,0.8,15.0,10.88833,36.0,11.24652,0.8488739,0.122663,24.8,4.887878,56.375,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-06-01,,,,,,,,,,,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-06-01,0.5610604,0.44,29.68814,,,30.45251,4.456926,0.6045355,41.3,5.270953,56.92857142857143,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-06-01,0.1140024,0.5308893,17.74306,11.94547,49.49132,65.92497,1.031771,1.226555,6.156533,4.813937,83.26666666666667,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-06-01,7.796787791569717,1.6807874613537253,,107.09241182666814,107.09241182666814,77.92590684176727,66.2985905761847,4.486737000482878,11.224644432960064,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-06-01,0.1426909,0.8,15.0,10.88833,36.0,11.24652,0.8488739,0.122663,24.8,4.887878,53.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-06-01,,,,,,,,,,,102.44444444444444,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-06-01,0.5610604,0.44,29.68814,,,30.45251,4.456926,0.6045355,41.3,5.270953,105.2,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-06-01,0.1140024,0.5308893,17.74306,11.94547,49.49132,65.92497,1.031771,1.226555,6.156533,4.813937,56.333333333333336,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-06-01,7.796787791569717,1.6807874613537253,,107.09241182666814,107.09241182666814,77.92590684176727,66.2985905761847,4.486737000482878,11.224644432960064,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-06-01,0.1426909,0.8,15.0,10.88833,36.0,11.24652,0.8488739,0.122663,24.8,4.887878,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-06-01,,,,,,,,,,,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-06-01,0.5610604,0.44,29.68814,,,30.45251,4.456926,0.6045355,41.3,5.270953,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-06-01,0.1140024,0.5308893,17.74306,11.94547,49.49132,65.92497,1.031771,1.226555,6.156533,4.813937,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-07-01,5.9,1.6,,95.0,95.0,78.5,49.3,2.9,6.8,,105.93548387096774,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-07-01,0.1,0.7,10.0,8.9,28.0,11.6,0.7,0.2,10.2,4.6,47.52311268092152,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-07-01,,,,,,,,,,,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-07-01,0.5,0.45,18.0,,,25.6,4.7,0.7,21.0,5.0,39.516129032258064,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-07-01,0.1,0.7,12.0,13.0,37.0,66.6,1.0,0.7,6.6,3.7,82.16666666666667,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-07-01,5.9,1.6,,95.0,95.0,78.5,49.3,2.9,6.8,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-07-01,0.1,0.7,10.0,8.9,28.0,11.6,0.7,0.2,10.2,4.6,42.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-07-01,,,,,,,,,,,92.84814814814814,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-07-01,0.5,0.45,18.0,,,25.6,4.7,0.7,21.0,5.0,105.93548387096774,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-07-01,0.1,0.7,12.0,13.0,37.0,66.6,1.0,0.7,6.6,3.7,50.407407407407405,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-07-01,5.9,1.6,,95.0,95.0,78.5,49.3,2.9,6.8,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-07-01,0.1,0.7,10.0,8.9,28.0,11.6,0.7,0.2,10.2,4.6,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-07-01,,,,,,,,,,,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-07-01,0.5,0.45,18.0,,,25.6,4.7,0.7,21.0,5.0,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-07-01,0.1,0.7,12.0,13.0,37.0,66.6,1.0,0.7,6.6,3.7,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-08-01,,,,,,,,,,,106.52380952380952,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-08-01,0.1242782,0.7516293,10.85432,14.47275,31.3566,29.74674,0.9083892,2.994694,12.27337,4.988065,56.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-08-01,1.3,0.47,17.91037,16.53539,38.27944,17.89061,10.8,10.5,10.3,8.928455,42.28,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-08-01,0.4595243,0.4,10.29435,,,24.03859,3.610294,0.3392734,20.8,6.195295,35.225806451612904,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-08-01,0.07392137,0.835825,12.43079,10.4171,43.81779,75.53783,1.639966,1.670872,15.48519,4.301424,93.87096774193547,531.0
Punjagutta,17.42616000000004,78.45210000000003,Khairthabad RTA,,,2016-08-01,,,,,,,,,,,,532.0
HCU,17.802515696000057,79.01075984700003,BPPA,17.802515696000057,79.01075984700003,2016-08-01,0.1242782,0.7516293,10.85432,14.47275,31.3566,29.74674,0.9083892,2.994694,12.27337,4.988065,47.0,464.0
Zoopark,16.777300000000025,78.01248000000004,Balanagar,16.948050000000023,78.18444000000005,2016-08-01,1.3,0.47,17.91037,16.53539,38.27944,17.89061,10.8,10.5,10.3,8.928455,104.04166666666666,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Panjagutta,17.42616000000004,78.45210000000003,2016-08-01,0.4595243,0.4,10.29435,,,24.03859,3.610294,0.3392734,20.8,6.195295,106.52380952380952,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Sangareddy,17.62516000000005,78.08237000000008,2016-08-01,0.07392137,0.835825,12.43079,10.4171,43.81779,75.53783,1.639966,1.670872,15.48519,4.301424,57.74074074074073,531.0
Punjagutta,17.42616000000004,78.45210000000003,"Buddha Purnima Project office, Tank Bund",,,2016-08-01,,,,,,,,,,,,532.0
HCU,17.802515696000057,79.01075984700003,IITH ,,,2016-08-01,0.1242782,0.7516293,10.85432,14.47275,31.3566,29.74674,0.9083892,2.994694,12.27337,4.988065,,464.0
Zoopark,16.777300000000025,78.01248000000004,"Balanagar , CITD office ",,,2016-08-01,1.3,0.47,17.91037,16.53539,38.27944,17.89061,10.8,10.5,10.3,8.928455,,530.0
Sanathnagar,17.45876000000004,78.44310000000007,"Kukatpally, JNTU",,,2016-08-01,0.4595243,0.4,10.29435,,,24.03859,3.610294,0.3392734,20.8,6.195295,,549.0
Pashamylaram,17.56176000000005,78.17238000000003,ICRISAT,,,2016-08-01,0.07392137,0.835825,12.43079,10.4171,43.81779,75.53783,1.639966,1.670872,15.48519,4.301424,,531.0
Punjagutta,17.42616000000004,78.45210000000003,Panjagutta,17.42616000000004,78.45210000000003,2016-09-01,,,,,,,,,,,,532.0
HCU,17.802515696000057,79.01075984700003,R C Puram,17.802515696000057,79.01075984700003,2016-09-01,0.2142508,0.8359008,15.01611,12.20577,33.10981,33.41584,1.731564,3.494502,22.06474,4.771528,47.375,464.0
Zoopark,16.777300000000025,78.01248000000004,Zoopark,16.777300000000025,78.01248000000004,2016-09-01,0.6080295,0.46,16.81935,9.616372,35.21622,16.50282,18.25027,40.64415,20.9,6.854236,40.23333333333333,530.0
Sanathnagar,17.45876000000004,78.44310000000007,Sanathnagar,17.45876000000004,78.44310000000007,2016-09-01,0.6513595,0.48,19.08601,,,25.69912,6.258852,0.5106961,25.9,6.812404,40.71428571428572,549.0
Pashamylaram,17.56176000000005,78.17238000000003,Pashamylaram,17.56176000000005,78.17238000000003,2016-09-01,0.1713147,0.6868904,23.22283,17.6016,62.67391,64.87439,2.991331,7.201514,19.21792,7.906579,86.46428571428571,531.0
